"VENDOR_PARTY_ID","ALTERNATIVE_VENDOR_PARTY_ID","MANUFACTURER_PARTY_ID","ITEM_ID","CATEGORY_ID","LAST_UPDATED","ITEM_CATEGORY","DESCRIPTION","PRICE","VENDOR","VENDOR_CATALOG_#","MANUFACTURER","MANUFACTURER_CATALOG_#","ALTERNATIVE_VENDOR_PRICE","ALTERNATIVE_VENDOR","ALTERNATIVE_VENDOR_PART_#","INTERMOUNTAIN_ITEM_#_MMIS","PURCHASE_UNIT","CONVERSION","GL_CODE","UNSPC","NOTES"
"","","","","","11/9/2012","Check Reader (Must order all parts in this category):","Supply Power for EC6011F",49,"Extendata","PWR-302671","RDM","PWR-302671","","","","","EA",1,"4144","",""
"","","","","","11/9/2012","Printer Receipt (Must order all parts in this category):","Printer Receipt Thermal TM-T88IV (USB, Autocutter, PS180, No DM and No Hub) - Color: Dark Gray ",322,"Extendata","EPS-C31CA85084","Epson","EPS-C31CA85084","","","","","EA",1,"4144","","If not in stock lead time 2-3 weeks"
"","","","","","11/9/2012","Printer Receipt (Must order all parts in this category):","Standard 6 Foot USB Cable - A to B)",5,"Extendata","CAB-USB-5000-02M","Extendata","CAB-USB-5000-02M","","","","","EA",1,"4144","","If not in stock lead time 2-3 weeks"
"","","","","","11/9/2012","Printer Receipt (Must order all parts in this category):","Standard 6 Foot USB Cable - A to B)",5,"Extendata","CTG-13172","Extendata","CTG-13172","","","","","EA",1,"4144","","If not in stock lead time 2-3 weeks"
"","","","","","11/9/2012","Printer Receipt (Must order all parts in this category):","Direct Thermal Receipt paper, 1 case, EPSON printers, 40 rolls/case ",85,"Extendata","MOR-1202","Epson","MOR-1202","","","","","CA",40,"4189","","Must order in case quantity"
"","","","","","11/9/2012","Signature Pad (Must order all parts in this category):","Terminal Payment (SC, TCH, Ethernet, SIG PCI PED 2.x) Verifone",649,"Extendata","M094-109-01-R","Verifone","M094-109-01-R","","","","","EA",1,"4144","",""
"","","","","","11/9/2012","Signature Pad (Must order all parts in this category):","Key Injection 3DES for MX870",35,"Extendata","MUST-Key Injection","Verifone","MUST-Key Injection","","","","","EA",1,"4144","",""
"","","","","","11/9/2012","Signature Pad (Must order all parts in this category):","License APP MX8xx SOFTWARE for MX870",15,"Extendata","VER-A-MX870APP-LI","Verifone","VER-A-MX870APP-LI","","","","","EA",1,"4144","",""
"","","","","","11/9/2012","Signature Pad (Must order all parts in this category):","Verifone Power supply Universal",9,"Extendata","CPS11212D-1B-R","Verifone","CPS11212D-1B-R","","","","","EA",1,"4144","",""
"","","","","","11/9/2012","Signature Pad (Must order all parts in this category):","Cable USB multiport for MX870 BLUE ",34,"Extendata","23741-02-4","Verifone","23741-02-4","","","","","EA",1,"4144","",""
"","","","","","11/9/2012","Signature Pad (Must order all parts in this category):","Service Contract 3 Year for MX870",40,"Extendata","999-BPP-00340","Verifone","999-BPP-00340","","","","","EA",1,"4228","",""
"","","","","","11/9/2012","Scanner (All items in one kit):","Scanner Barcode Kit Includes:LS2208-SR20001R White Scanner, CBA-U01-S07ZAR cable, no stand and SW-61077-02 CD ROM.",129,"Extendata","SYM-LS2208-1AZU0100ZR","Symbol Technologies","SYM-LS2208-1AZU0100ZR","","","","","EA",1,"4144","","Typically Stock"
"","","","","","11/9/2012","Scanner (All items in one kit):","Scanner Barcode Kit Includes:LS2208-SR20001R White Scanner, CBA-U01-S07ZAR cable, stand 20-61019-01R and SW-61077-02 CD ROM.",135,"Extendata","SYM-LS2208-SR20001R-UR","Symbol Technologies","SYM-LS2208-SR20001R-UR","","","","","","","","",""
"","","","","","11/9/2012","Scanner (All items in one kit):","Stand for LS 2208 scanner",25,"Extendata","20-61019-01R","Symbol Technologies","20-61019-01R","","","","","EA",1,"4144","",""
"","","","","","11/9/2012","Display Pole (All Items in one kit):","PD3900 Pole Display (5 mm, 2 Line x 20 Character Display, USB Interface and Port Powered) - Color: Black ",210,"Extendata","PD3900UP-BK","Logic Controls","PD3900UP-BK","","","","","EA",1,"4144","","Typically Stock"
"","","","","","11/5/2012","Card Printers","Printer Card CP60 Datacard Plus Color, Duplex, 200-Card Input Hopper, Ethernet Connectivity, Open Card (CP60C2H2OC)",2795,"Identisys","573398-018","Datacard","573398-018","","","","","EA",1,"4183","",""
"","","","","","11/5/2012","Card Printers","Printer Card CP80 Plus Color Duplex w/lamination 200 Card ",5250,"Identisys","CP80","Datacard","CP80","","","","","EA",1,"4183","",""
"","","","","","11/5/2012","Card Printers","Printer Card CP800 Duplex Ethernet open Card Mag Strip 100 Card Input Hopper (modularized-Laminator unit not available yet)",2995,"Identisys","CP800","Datacard","CP800","","","","","EA",1,"4183","",""
"","","","","","11/5/2012","Card Printers","Fargo DTC 4500 Duplex Card Printer with Dual card hoppers (Should only be purchased if dual hoppers is a requirement, See Notes)",3400,"Identisys","FGO-49100","Fargo","FGO-49100","","","","","EA",1,"4183","","Should only be purchased if dual hoppers is a requirement and it is strongly advised to seriously consider if dual hoppers are required given that the relaibility of the Fargo is not equal to the Datacard"
"","","","","","11/5/2012","Card Printers","Fargo DTC 4500 Duplex Card Printer With Dual Lamination and Dual card hoppers (Should only be purchased if dual hoppers is a requirement, See Notes)",5475,"Identisys","FGO-49500","Fargo","FGO-49500","","","","","EA",1,"4183","","Should only be purchased if dual hoppers is a requirement and it is strongly advised to seriously consider if dual hoppers are required given that the relaibility of the Fargo is not equal to the Datacard"
"","","","","","11/5/2012","Datacard Supplies and Accessories","Ribon Color Datacard YMCKT 500 Images with Cleaning Kit",165,"Identisys","YMCKT","Datacard","YMCKT","","","","","EA",1,"4142","",""
"","","","","","11/5/2012","Datacard Supplies and Accessories","Laminate Duragaurd 1.0 Mil 300 images",100,"Identisys","Laminate","Datacard","Laminate","","","","","EA",1,"4142","",""
"","","","","","9/28/2012","EMMA Printers - Zebra","Zebra 105SL printer w/ethernet",1510,"ExtenData","10500-2001-0070","Zebra","",1697.99,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","EMMA Printers - Zebra","Zebra 105SL printer w/ethernet",1510,"ExtenData","10500-2001-0070","Zebra","",1697.99,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Pharmacy Printers - Zebra","Zebra ZM400 203 dpi, ZPL, Standard Flash, Power Cord with US Plug, Peel with Full Roll Rewind, Internal ZebraNet 10/100 PrintServer, USB And Serial Interface Options",1450,"ExtenData","ZM400-2001-5100T","Zebra","",1575.22,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Pharmacy Printers - Zebra","Zebra ZM400 203 dpi, ZPL, Standard Flash, Power Cord with US Plug, Internal ZebraNet 10/100 PrintServer, USB And Serial Interface Options",1150,"ExtenData","ZM400-2001-0100T","Zebra","",1262.28,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Pharmacy Printers - Zebra","Zebra GX420d Direct Thermal Desktop Printer, 4.09 inch Print Width, 203dpi, 6ips Print Speed, with RS232 Serial, USB,and Internal Ethernet Interface, Standard Flash, o RTC",459,"ExtenData","GX42-202411-000","Zebra","",465.08,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Receipt Printers ","Zebra GX420t Direct Thermal Transfer Printer,  203dpi, with RS232 Serial, USB, and Internal Ethernet Interface",575,"ExtenData","GX42-102411-000","Zebra","",519.53,"VLCM","","","EA",1,"4183","",""
"","","","","","9/12/2012","Cabled Scaner","CR1200 barcode reader: no cable, Intermountain firmware",229.9,"Code","CR1200G-CX-F1","Code","CR1200G-CX-F1","","","","","EA",1,"4144","","There seems to be a problem with the original version of the CR1200 wired scanner and the new Dell computers.  They are not connecting properly via the USB ports. We are currently ordering version 3 of the scanner, and this version causes no problems.  This is affecting wired units only. "
"","","","","","9/12/2012","Cabled Scaner","Reader Barcode CR1400 with 8''''''''coiled cable",184,"Code","CR1411-C508-F1                ","Code","CR1411-C508-F1                ","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Wireless Scanner ","CR2 barcode reader, no handle, 1950mAH battery, radio, no cable, Intermountain firmware (available but recommend replace with CR2500)",346.5,"Code","CR2012G-HX-B2-R0-CX-F1","Code","CR2012G-HX-B2-R0-CX-F1","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Wireless Scanner ","CR2500 barcode reader, no handle, 1950mAH battery,  Intermountain firmware",346.5,"Code","CR2512G-HX-B2-R0-CX-F1","Code","CR2512G-HX-B2-R0-CX-F1","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Wireless Scanner ","CR2500 barcode reader, handle, 1950mAH battery, radio, Intermountain firmware",360,"Code","CR2512G-BH1-R0-CX-F1","Code","CR2512G-BH1-R0-CX-F1","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Cables For Scanners","12'''''''' USB straight",19.8,"Code","CR2AG-C20","Code","CR2AG-C20","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Cables For Scanners","6'''''''' USB straight",9.9,"Code","CR2AG-C0","Code","CR2AG-C0","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Cables For Scanners","12'''''''' USB coiled",25.21,"Code","CR2AG-C30","Code","CR2AG-C30","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Battteries for Scaners","1950mAH battery handle",65,"Code","CR2AG-BH1","Code","CR2AG-BH1","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Battteries for Scaners","3900mAH battery handle",96.8,"Code","CR2AG-BH2","Code","CR2AG-BH2","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Battteries for Scaners","1950mAH battery for palm style",42.9,"Code","CR2AG-B2","Code","CR2AG-B2","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Modem for Scanner","M3 modem with 6'''''''' USB cable - required with wireless units",95,"Code","BTHDG-M3-R0-C0","Code","BTHDG-M3-R0-C0","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Chargers for Scanners","2 bay charger with power supply",31.1,"Code","CR2AG-A2","Code","CR2AG-A2","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Chargers for Scanners","BH1 handle charger w/power supply - used for CR2 (not CR2500)",31.9,"Code","CR2AG-A12","Code","CR2AG-A12","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Chargers for Scanners","Universal mountable charger w/power supply - for CR2500",35,"Code","CR2AG-A32","Code","CR2AG-A32","","","","","EA",1,"4144","",""
"","","","","","12/16/2011","Chargers for Scanners","Universal mountable charger w/power supply and weighted base plate - for CR2 or CR2500",40,"Code","CRA-A82","Code","CRA-A82","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Accessories for Scanners","Stand for CR1200",14.3,"Code","CR1200AG-S1","Code","CR1200AG-S1","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Accessories for Scanners","CR2 boot protective cover for scanner",5.5,"Code","CR2AG-CV3","Code","CR2AG-CV3","","","","","EA",1,"4144","",""
"","","","","","3/15/2011","Accessories for Scanners","CR2500 boot protective cover for handless",5.5,"Code","CR25AG-CV3","Code","CR25AG-CV3","","","","","EA",1,"4144","",""
"","","","","","9/12/2012","Accessories for Scanners","Stand for CR1400",19,"Code","CRA-US1","Code","CRA-US1","","","","","EA",1,"4144","",""
"","","","","","9/12/2012","Accessories for Scanners","Cable coiled for CR1400 14''''''''",16,"Code","CRA-C514 ","Code","CRA-C514 ","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","MC659b wireless EDA HSPA + EVDO 802.11a/b/g, imager,camera,256/1G, Qwerty, WM6.5, 1.5X battery",1019,"Extendata","MC659B-PDoBAA00100","Motorola","MC659B-PDoBAA00100","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","MC55A0-HC wireless Healthcare mobile computer, 802.11a/b/g, bluetooth, 2D imagerDL, camera, 256M/1G QWERTY, WM6.5 classic, 3600mAH battery, white&blue",1029,"Extendata","MC55A0-H70SWQQA9WR","Motorola","MC55A0-H70SWQQA9WR","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","MC55A0 wireless rugged Wi-Fi mobile computer, 802.11a/b/g bue tooth, 2d imager, camera, 256m/1G QWERTY, WM6.5 clasic 3600mAH battery",1029,"Extendata","MC55A0-P40SWQQA9WR","Motorola","MC55A0-P40SWQQA9WR","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Maintnance 3 yr service form the start MC55",160,"Extendata","SSB-MC55XX-30","Motorola","SSB-MC55XX-30","","","","","EA",1,"4228","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Maintnance 5 yr service form the start MC55",269,"Extendata","SSB-MC55XX-50","Motorola","SSB-MC55XX-50","","","","","EA",1,"4228","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Maintnance 3 yr service form the start MC65",194,"Extendata","SSB-MC65XX-30","Motorola","SSB-MC65XX-30","","","","","EA",1,"4228","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Maintnance 5 yr service form the start MC65",322,"Extendata","SSB-MC65XX-50","Motorola","SSB-MC65XX-50","","","","","EA",1,"4228","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Desktop cradle for MC55 w/power supply",117,"Extendata","CRD5500-100UES","Motorola","CRD5500-100UES","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Sync cable USB active cradle to host MC55/90",10,"Extendata","25-68596-01R","Motorola","25-68596-01R","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Charger only 4 slot w/power supply MC55",236,"Extendata","CRD5500-400CES","Motorola","CRD5500-400CES","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Charger toaster style 4 slot w/power supply MC55",145,"Extendata","SAC5500-400CES","Motorola","SAC5500-400CES","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Screen guard 3 pack MC50 or MC70",35,"Extendata","KT-137521-03R","Motorola","KT-137521-03R","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Stylus spring loaded  3 pack MC55",34,"Extendata","STYLUS-00001-03R","Motorola","STYLUS-00001-03R","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Case holster w/belt swivel clip MC55",17,"Extendata","SG-MC5521110-01R","Motorola","SG-MC5521110-01R","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Magnetic Strip Reader adapter for MC55",117,"Extendata","MSR5500-100R","Motorola","MSR5500-100R","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC55 & MC65","Battery 3600mAH for MC55/65",44,"Extendata","BTRY_MC55EAB02","Motorola","BTRY_MC55EAB02","","","","","EA",1,"4144","",""
"","","","","","10/1/2012","Mobile Computer MC70","MC70 wireless digital assistant, 802.11a/b/g, 2d Pico imager, color QVGA display, 128M/128M, QWERTY, WM5.0 premium, bluetoothe, 2X battery",1484,"Extendata","MC7090-PK0DCQFA8WR","Motorola","MC7090-PK0DCQFA8WR","","","","","EA",1,"4144","",""
"","","","","","9/28/2012","Pharmacy Printers - Zebra","Zebra ZM400 203 dpi, ZPL, Standard Flash, Power Cord with US Plug, Peel with Full Roll Rewind, Internal ZebraNet 10/100 PrintServer, USB And Serial Interface Options",1450,"ExtenData","ZM400-2001-5100T","Zebra","",1575.22,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Pharmacy Printers - Zebra","Zebra ZM400 203 dpi, ZPL, Standard Flash, Power Cord with US Plug, Internal ZebraNet 10/100 PrintServer, USB And Serial Interface Options",1150,"ExtenData","ZM400-2001-0100T","Zebra","",1262.28,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Pharmacy Printers - Zebra","Zebra GX420d Direct Thermal Desktop Printer, 4.09 inch Print Width, 203dpi, 6ips Print Speed, with RS232 Serial, USB,and Internal Ethernet Interface, Standard Flash, o RTC",459,"ExtenData","GX42-202411-000","Zebra","",465.08,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Receipt Printers ","Zebra GX420t Direct Thermal Transfer Printer,  203dpi, with RS232 Serial, USB, and Internal Ethernet Interface",575,"ExtenData","GX42-102411-000","Zebra","",519.53,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Receipt Printers ","RW 220 Plus Direct Thermal Mobile Receipt Printer (2 Inch Printhead, LCD, 8MB/16MB, Bluetooth, Standard Media and Group N)",465,"Extendata","R2D-0UBA000N-00","","","","","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Receipt Printers ","RW 420 Plus Mobile Printer (4""""""""""""""""printhead, LCD, 8MB/16MB bluetooth, Standard Media and Group N) ",722,"Extendata","R4D-0UGA000N-00","","",813.57,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Printers - Zebra","MZ: LCD Display, 4MB/8MB, ZEB802.11b, IP54, North America - special order only",334,"Extendata","M3E-0UB00010-00","","","","","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Printers - Zebra","QL 220 Direct Thermal Mobile Printer (2 Inch Print Width, 8M/16M, LCD, ZPR 802.11g, Linered Platen and Belt Clip",779,"ExtenData","Q2D-LUGC0000-00","","",875.43,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Printers - Zebra","Zebra RW 420 Plus Mobile Printer (4 Inch Printhead, LCD, 8MB/16MB, Cable Ready, Standard Media and Group N)",545,"ExtenData","R4D-0U0A000N-00","","",610.29,"VLCM","","","EA",1,"4183","",""
"","","","","","9/28/2012","Mobile Printers - Zebra","Lithium- Ion Battery for the QL 220/ QL 320/ QL 220 Plus/ QL 320 Plus",52,"ExtenData","AT16004-1","","",59.47,"VLCM","","","EA",1,"4144","",""
"","","","","","9/28/2012","Mobile Printers - Zebra","Li-Ion Fast Chargers (for charging single battery outside printer) Li72:",64,"ExtenData","AT17696-2","","",72.01,"VLCM","","","EA",1,"4144","",""
"","","","","","9/28/2012","Mobile Printers - Zebra","Quad Charger for the QL220, QL320, QL420 and RW (for Lithium-Ion Batteries)",302,"ExtenData","AC18177-5","","",344.47,"VLCM","","","EA",1,"4144","",""
"","","","","","9/28/2012","Mobile Printers - Zebra","USB A to MINI B Cable (for programming)",13.4,"ExtenData","17010-01","","","","","","","EA",1,"4144","",""
